grupo,qtde_inscritos,qtde_vagas,nome_curso,ano
 9, 0, 5,Licenciatura em História - Noturno - Tefé,2022
 1, 118, 9,Licenciatura em Letras - Língua Portuguesa - Noturno - Manaus,2022
 2, 134, 6,Licenciatura em Letras - Língua Portuguesa - Noturno - Manaus,2022
 3, 158, 3,Licenciatura em Letras - Língua Portuguesa - Noturno - Manaus,2022
 8, 5, 1,Licenciatura em Letras - Língua Portuguesa - Noturno - Manaus,2022
 9, 0, 5,Licenciatura em Letras - Língua Portuguesa - Noturno - Manaus,2022
 1, 87, 9,Licenciatura em Letras - Língua Portuguesa - Noturno - Tabatinga,2022
 2, 105, 6,Licenciatura em Letras - Língua Portuguesa - Noturno - Tabatinga,2022
 3, 115, 3,Licenciatura em Letras - Língua Portuguesa - Noturno - Tabatinga,2022
 8, 15, 1,Licenciatura em Letras - Língua Portuguesa - Noturno - Tabatinga,2022
 9, 2, 5,Licenciatura em Letras - Língua Portuguesa - Noturno - Tabatinga,2022
 1, 72, 9,Licenciatura em Letras - Língua Portuguesa - Noturno - Tefé,2022
 2, 83, 6,Licenciatura em Letras - Língua Portuguesa - Noturno - Tefé,2022
 3, 91, 3,Licenciatura em Letras - Língua Portuguesa - Noturno - Tefé,2022
 8, 1, 1,Licenciatura em Letras - Língua Portuguesa - Noturno - Tefé,2022
 9, 0, 5,Licenciatura em Letras - Língua Portuguesa - Noturno - Tefé,2022
 1, 140, 9,Licenciatura em Letras - Língua Portuguesa - Vespertino - Manaus,2022
 2, 170, 6,Licenciatura em Letras - Língua Portuguesa - Vespertino - Manaus,2022
 3, 185, 3,Licenciatura em Letras - Língua Portuguesa - Vespertino - Manaus,2022
 8, 5, 1,Licenciatura em Letras - Língua Portuguesa - Vespertino - Manaus,2022
 9, 2, 5,Licenciatura em Letras - Língua Portuguesa - Vespertino - Manaus,2022
 1, 179, 9,Licenciatura em Letras - Língua Portuguesa - Vespertino - Parintins,2022
 2, 187, 6,Licenciatura em Letras - Língua Portuguesa - Vespertino - Parintins,2022
 3, 196, 3,Licenciatura em Letras - Língua Portuguesa - Vespertino - Parintins,2022
 8, 4, 1,Licenciatura em Letras - Língua Portuguesa - Vespertino - Parintins,2022
 9, 1, 5,Licenciatura em Letras - Língua Portuguesa - Vespertino - Parintins,2022
 1, 54, 9,Licenciatura em Matemática - Matutino - Tabatinga,2022
 2, 56, 6,Licenciatura em Matemática - Matutino - Tabatinga,2022
 3, 57, 3,Licenciatura em Matemática - Matutino - Tabatinga,2022
 8, 14, 1,Licenciatura em Matemática - Matutino - Tabatinga,2022
 9, 1, 5,Licenciatura em Matemática - Matutino - Tabatinga,2022
 1, 92, 8,Licenciatura em Matemática - Noturno - Manaus,2022
 2, 108, 5,Licenciatura em Matemática - Noturno - Manaus,2022
 3, 120, 3,Licenciatura em Matemática - Noturno - Manaus,2022
 8, 2, 1,Licenciatura em Matemática - Noturno - Manaus,2022
 9, 0, 4,Licenciatura em Matemática - Noturno - Manaus,2022
 1, 115, 9,Licenciatura em Matemática - Noturno - Parintins,2022
 2, 120, 6,Licenciatura em Matemática - Noturno - Parintins,2022
 3, 129, 3,Licenciatura em Matemática - Noturno - Parintins,2022
 8, 2, 1,Licenciatura em Matemática - Noturno - Parintins,2022
 9, 0, 5,Licenciatura em Matemática - Noturno - Parintins,2022
 1, 58, 9,Licenciatura em Matemática - Noturno - Tabatinga,2022
 2, 71, 6,Licenciatura em Matemática - Noturno - Tabatinga,2022
 3, 73, 3,Licenciatura em Matemática - Noturno - Tabatinga,2022
 8, 5, 1,Licenciatura em Matemática - Noturno - Tabatinga,2022
 9, 0, 5,Licenciatura em Matemática - Noturno - Tabatinga,2022
 1, 48, 8,Licenciatura em Matemática - Vespertino - Manaus,2022
 2, 61, 5,Licenciatura em Matemática - Vespertino - Manaus,2022
 3, 63, 3,Licenciatura em Matemática - Vespertino - Manaus,2022
 8, 3, 1,Licenciatura em Matemática - Vespertino - Manaus,2022
 9, 1, 4,Licenciatura em Matemática - Vespertino - Manaus,2022
 1, 17, 2,Licenciatura em Música - Noturno - Manaus,2022
 2, 18, 1,Licenciatura em Música - Noturno - Manaus,2022
 3, 19, 1,Licenciatura em Música - Noturno - Manaus,2022
 9, 0, 1,Licenciatura em Música - Noturno - Manaus,2022
 1, 8, 1,Licenciatura em Música - Vespertino - Manaus,2022
 2, 13, 1,Licenciatura em Música - Vespertino - Manaus,2022
 3, 17, 1,Licenciatura em Música - Vespertino - Manaus,2022
 9, 0, 1,Licenciatura em Música - Vespertino - Manaus,2022
 1, 291, 9,Licenciatura em Pedagogia - Matutino - Manaus,2022
 2, 337, 6,Licenciatura em Pedagogia - Matutino - Manaus,2022
 3, 362, 3,Licenciatura em Pedagogia - Matutino - Manaus,2022
 8, 17, 1,Licenciatura em Pedagogia - Matutino - Manaus,2022
 9, 1, 5,Licenciatura em Pedagogia - Matutino - Manaus,2022
 1, 479, 9,Licenciatura em Pedagogia - Matutino - Tabatinga,2022
 2, 525, 6,Licenciatura em Pedagogia - Matutino - Tabatinga,2022
 3, 548, 3,Licenciatura em Pedagogia - Matutino - Tabatinga,2022
 8, 101, 1,Licenciatura em Pedagogia - Matutino - Tabatinga,2022
 9, 3, 5,Licenciatura em Pedagogia - Matutino - Tabatinga,2022
 1, 259, 9,Licenciatura em Pedagogia - Matutino - Tefé,2022
 2, 304, 6,Licenciatura em Pedagogia - Matutino - Tefé,2022
 3, 312, 3,Licenciatura em Pedagogia - Matutino - Tefé,2022
 8, 8, 1,Licenciatura em Pedagogia - Matutino - Tefé,2022
 9, 3, 5,Licenciatura em Pedagogia - Matutino - Tefé,2022
 1, 221, 9,Licenciatura em Pedagogia - Noturno - Manaus,2022
 2, 253, 6,Licenciatura em Pedagogia - Noturno - Manaus,2022
 3, 286, 3,Licenciatura em Pedagogia - Noturno - Manaus,2022
 8, 13, 1,Licenciatura em Pedagogia - Noturno - Manaus,2022
 9, 2, 5,Licenciatura em Pedagogia - Noturno - Manaus,2022
 1, 612, 10,Licenciatura em Pedagogia - Vespertino - Parintins,2022
 2, 648, 7,Licenciatura em Pedagogia - Vespertino - Parintins,2022
 3, 678, 4,Licenciatura em Pedagogia - Vespertino - Parintins,2022
 8, 4, 1,Licenciatura em Pedagogia - Vespertino - Parintins,2022
 9, 0, 5,Licenciatura em Pedagogia - Vespertino - Parintins,2022
 1, 97, 9,Licenciatura em Química - Noturno - Parintins,2022
 2, 104, 6,Licenciatura em Química - Noturno - Parintins,2022
 3, 108, 3,Licenciatura em Química - Noturno - Parintins,2022
 8, 2, 1,Licenciatura em Química - Noturno - Parintins,2022
 9, 2, 5,Licenciatura em Química - Noturno - Parintins,2022
 1, 43, 11,Licenciatura em Química - Noturno - Tefé,2022
 2, 47, 7,Licenciatura em Química - Noturno - Tefé,2022
 3, 49, 4,Licenciatura em Química - Noturno - Tefé,2022
 8, 4, 2,Licenciatura em Química - Noturno - Tefé,2022
 9, 0, 6,Licenciatura em Química - Noturno - Tefé,2022
 1, 11, 4,Licenciatura em Teatro - Integral - Manaus,2022
 2, 15, 3,Licenciatura em Teatro - Integral - Manaus,2022
 3, 16, 2,Licenciatura em Teatro - Integral - Manaus,2022
 8, 0, 1,Licenciatura em Teatro - Integral - Manaus,2022
 9, 0, 2,Licenciatura em Teatro - Integral - Manaus,2022
 4, 1287, 25,Medicina - Integral - Manaus,2022
 5, 2351, 12,Medicina - Integral - Manaus,2022
 6, 3461, 8,Medicina - Integral - Manaus,2022
 7, 4569, 5,Medicina - Integral - Manaus,2022
 8, 377, 7,Medicina - Integral - Manaus,2022
 9, 103, 15,Medicina - Integral - Manaus,2022
 1, 16, 9,Meteorologia - Integral - Manaus,2022
 2, 24, 6,Meteorologia - Integral - Manaus,2022
 3, 26, 3,Meteorologia - Integral - Manaus,2022
 8, 2, 1,Meteorologia - Integral - Manaus,2022
 9, 0, 5,Meteorologia - Integral - Manaus,2022
 4, 314, 21,Odontologia - Integral - Manaus,2022
 5, 581, 10,Odontologia - Integral - Manaus,2022
 6, 742, 7,Odontologia - Integral - Manaus,2022
 7, 787, 4,Odontologia - Integral - Manaus,2022
 8, 104, 6,Odontologia - Integral - Manaus,2022
 9, 6, 12,Odontologia - Integral - Manaus,2022
 1, 280, 9,Sistemas de Informação - Integral - Manaus,2022
 2, 406, 6,Sistemas de Informação - Integral - Manaus,2022
 3, 427, 3,Sistemas de Informação - Integral - Manaus,2022
 8, 5, 1,Sistemas de Informação - Integral - Manaus,2022
 9, 4, 5,Sistemas de Informação - Integral - Manaus,2022
 1, 21, 10,Tecnologia em Agrimensura - Matutino - Boca do Acre,2022
 2, 24, 7,Tecnologia em Agrimensura - Matutino - Boca do Acre,2022
 3, 27, 4,Tecnologia em Agrimensura - Matutino - Boca do Acre,2022
 8, 0, 1,Tecnologia em Agrimensura - Matutino - Boca do Acre,2022
 9, 1, 5,Tecnologia em Agrimensura - Matutino - Boca do Acre,2022
 1, 35, 10,Tecnologia em Agrimensura - Matutino - Coari,2022
 2, 38, 7,Tecnologia em Agrimensura - Matutino - Coari,2022
 3, 43, 4,Tecnologia em Agrimensura - Matutino - Coari,2022
 8, 0, 1,Tecnologia em Agrimensura - Matutino - Coari,2022
 9, 0, 5,Tecnologia em Agrimensura - Matutino - Coari,2022
 1, 16, 10,Tecnologia em Agrimensura - Matutino - Jutaí,2022
 2, 16, 7,Tecnologia em Agrimensura - Matutino - Jutaí,2022
 3, 21, 4,Tecnologia em Agrimensura - Matutino - Jutaí,2022
 8, 3, 1,Tecnologia em Agrimensura - Matutino - Jutaí,2022
 9, 0, 5,Tecnologia em Agrimensura - Matutino - Jutaí,2022
 1, 23, 10,Tecnologia em Agroecologia - Matutino - Apuí,2022
 2, 24, 7,Tecnologia em Agroecologia - Matutino - Apuí,2022
 3, 29, 4,Tecnologia em Agroecologia - Matutino - Apuí,2022
 8, 0, 1,Tecnologia em Agroecologia - Matutino - Apuí,2022
 9, 0, 5,Tecnologia em Agroecologia - Matutino - Apuí,2022
 1, 32, 10,Tecnologia em Agroecologia - Matutino - Presidente Figueiredo,2022
 2, 36, 7,Tecnologia em Agroecologia - Matutino - Presidente Figueiredo,2022
 3, 43, 4,Tecnologia em Agroecologia - Matutino - Presidente Figueiredo,2022
 8, 1, 1,Tecnologia em Agroecologia - Matutino - Presidente Figueiredo,2022
 9, 0, 5,Tecnologia em Agroecologia - Matutino - Presidente Figueiredo,2022
 1, 34, 10,Tecnologia em Alimentos - Noturno - Boa Vista do Ramos,2022
 2, 39, 7,Tecnologia em Alimentos - Noturno - Boa Vista do Ramos,2022
 3, 40, 4,Tecnologia em Alimentos - Noturno - Boa Vista do Ramos,2022
 8, 4, 1,Tecnologia em Alimentos - Noturno - Boa Vista do Ramos,2022
 9, 0, 5,Tecnologia em Alimentos - Noturno - Boa Vista do Ramos,2022
 1, 74, 10,Tecnologia em Alimentos - Noturno - Eirunepé,2022
 2, 80, 7,Tecnologia em Alimentos - Noturno - Eirunepé,2022
 3, 86, 4,Tecnologia em Alimentos - Noturno - Eirunepé,2022
 8, 0, 1,Tecnologia em Alimentos - Noturno - Eirunepé,2022
 9, 1, 5,Tecnologia em Alimentos - Noturno - Eirunepé,2022
 1, 115, 10,Tecnologia em Alimentos - Noturno - Manicoré,2022
 2, 126, 7,Tecnologia em Alimentos - Noturno - Manicoré,2022
 3, 139, 4,Tecnologia em Alimentos - Noturno - Manicoré,2022
 8, 6, 1,Tecnologia em Alimentos - Noturno - Manicoré,2022
 9, 0, 5,Tecnologia em Alimentos - Noturno - Manicoré,2022
 1, 3, 10,Tecnologia em Alimentos - Noturno - Rio Preto da Eva,2022
 2, 4, 7,Tecnologia em Alimentos - Noturno - Rio Preto da Eva,2022
 3, 4, 4,Tecnologia em Alimentos - Noturno - Rio Preto da Eva,2022
 8, 0, 1,Tecnologia em Alimentos - Noturno - Rio Preto da Eva,2022
 9, 0, 5,Tecnologia em Alimentos - Noturno - Rio Preto da Eva,2022
 1, 102, 10,Tecnologia em Gestão Ambiental - Noturno - Santo Antonio do Içá,2022
 2, 111, 7,Tecnologia em Gestão Ambiental - Noturno - Santo Antonio do Içá,2022
 3, 122, 4,Tecnologia em Gestão Ambiental - Noturno - Santo Antonio do Içá,2022
 8, 30, 1,Tecnologia em Gestão Ambiental - Noturno - Santo Antonio do Içá,2022
 9, 1, 5,Tecnologia em Gestão Ambiental - Noturno - Santo Antonio do Içá,2022
 1, 41, 10,Tecnologia em Gestão de Turismo - Matutino - Carauari,2022
 2, 48, 7,Tecnologia em Gestão de Turismo - Matutino - Carauari,2022
 3, 54, 4,Tecnologia em Gestão de Turismo - Matutino - Carauari,2022
 8, 0, 1,Tecnologia em Gestão de Turismo - Matutino - Carauari,2022
 9, 0, 5,Tecnologia em Gestão de Turismo - Matutino - Carauari,2022
 1, 41, 10,Tecnologia em Gestão de Turismo - Matutino - Manacapuru,2022
 2, 47, 7,Tecnologia em Gestão de Turismo - Matutino - Manacapuru,2022
 3, 50, 4,Tecnologia em Gestão de Turismo - Matutino - Manacapuru,2022
 8, 1, 1,Tecnologia em Gestão de Turismo - Matutino - Manacapuru,2022
 9, 0, 5,Tecnologia em Gestão de Turismo - Matutino - Manacapuru,2022
 1, 74, 10,Tecnologia em Gestão de Turismo - Matutino - Novo Airão,2022
 2, 80, 7,Tecnologia em Gestão de Turismo - Matutino - Novo Airão,2022
 3, 82, 4,Tecnologia em Gestão de Turismo - Matutino - Novo Airão,2022
 8, 8, 1,Tecnologia em Gestão de Turismo - Matutino - Novo Airão,2022
 9, 0, 5,Tecnologia em Gestão de Turismo - Matutino - Novo Airão,2022
 1, 7, 10,Tecnologia em Gestão de Turismo - Matutino - Rio Preto da Eva,2022
 2, 14, 7,Tecnologia em Gestão de Turismo - Matutino - Rio Preto da Eva,2022
 3, 14, 4,Tecnologia em Gestão de Turismo - Matutino - Rio Preto da Eva,2022
 8, 1, 1,Tecnologia em Gestão de Turismo - Matutino - Rio Preto da Eva,2022
 9, 0, 5,Tecnologia em Gestão de Turismo - Matutino - Rio Preto da Eva,2022
 1, 12, 10,Tecnologia em Produção Pesqueira - Vespertino - Barcelos,2022
 2, 13, 7,Tecnologia em Produção Pesqueira - Vespertino - Barcelos,2022
 3, 18, 4,Tecnologia em Produção Pesqueira - Vespertino - Barcelos,2022
 8, 2, 1,Tecnologia em Produção Pesqueira - Vespertino - Barcelos,2022
 9, 0, 5,Tecnologia em Produção Pesqueira - Vespertino - Barcelos,2022
 1, 13, 10,Tecnologia em Produção Pesqueira - Vespertino - Novo Airão,2022
 2, 15, 7,Tecnologia em Produção Pesqueira - Vespertino - Novo Airão,2022
 3, 16, 4,Tecnologia em Produção Pesqueira - Vespertino - Novo Airão,2022
 8, 1, 1,Tecnologia em Produção Pesqueira - Vespertino - Novo Airão,2022
 9, 0, 5,Tecnologia em Produção Pesqueira - Vespertino - Novo Airão,2022
 1, 6, 10,Tecnologia em Produção Pesqueira - Vespertino - Rio Preto da Eva,2022
 2, 6, 7,Tecnologia em Produção Pesqueira - Vespertino - Rio Preto da Eva,2022
 3, 6, 4,Tecnologia em Produção Pesqueira - Vespertino - Rio Preto da Eva,2022
 8, 0, 1,Tecnologia em Produção Pesqueira - Vespertino - Rio Preto da Eva,2022
 9, 0, 5,Tecnologia em Produção Pesqueira - Vespertino - Rio Preto da Eva,2022
