grupo,qtde_inscritos,qtde_vagas,nome_curso,ano
 3, 36, 3,Licenciatura em Matemática - Noturno - Tefé,2021
 8, 5, 1,Licenciatura em Matemática - Noturno - Tefé,2021
 9, 0, 4,Licenciatura em Matemática - Noturno - Tefé,2021
 1, 47, 10,Licenciatura em Matemática - Vespertino - Manaus,2021
 2, 52, 7,Licenciatura em Matemática - Vespertino - Manaus,2021
 3, 57, 4,Licenciatura em Matemática - Vespertino - Manaus,2021
 8, 2, 1,Licenciatura em Matemática - Vespertino - Manaus,2021
 9, 0, 4,Licenciatura em Matemática - Vespertino - Manaus,2021
 1, 38, 11,Licenciatura em Matemática - Vespertino - Tabatinga,2021
 2, 45, 8,Licenciatura em Matemática - Vespertino - Tabatinga,2021
 3, 46, 5,Licenciatura em Matemática - Vespertino - Tabatinga,2021
 8, 8, 1,Licenciatura em Matemática - Vespertino - Tabatinga,2021
 9, 0, 5,Licenciatura em Matemática - Vespertino - Tabatinga,2021
 1, 9, 2,Licenciatura em Música - Noturno - Manaus,2021
 2, 10, 2,Licenciatura em Música - Noturno - Manaus,2021
 3, 13, 1,Licenciatura em Música - Noturno - Manaus,2021
 8, 0, 1,Licenciatura em Música - Noturno - Manaus,2021
 9, 0, 1,Licenciatura em Música - Noturno - Manaus,2021
 1, 12, 2,Licenciatura em Música - Vespertino - Manaus,2021
 2, 16, 1,Licenciatura em Música - Vespertino - Manaus,2021
 3, 22, 1,Licenciatura em Música - Vespertino - Manaus,2021
 8, 0, 1,Licenciatura em Música - Vespertino - Manaus,2021
 9, 1, 1,Licenciatura em Música - Vespertino - Manaus,2021
 1, 205, 11,Licenciatura em Pedagogia - Matutino - Manaus,2021
 2, 231, 8,Licenciatura em Pedagogia - Matutino - Manaus,2021
 3, 256, 5,Licenciatura em Pedagogia - Matutino - Manaus,2021
 8, 17, 1,Licenciatura em Pedagogia - Matutino - Manaus,2021
 9, 1, 5,Licenciatura em Pedagogia - Matutino - Manaus,2021
 1, 132, 11,Licenciatura em Pedagogia - Matutino - Tefé,2021
 2, 148, 8,Licenciatura em Pedagogia - Matutino - Tefé,2021
 3, 152, 5,Licenciatura em Pedagogia - Matutino - Tefé,2021
 8, 22, 1,Licenciatura em Pedagogia - Matutino - Tefé,2021
 9, 0, 5,Licenciatura em Pedagogia - Matutino - Tefé,2021
 1, 149, 11,Licenciatura em Pedagogia - Noturno - Manaus,2021
 2, 173, 8,Licenciatura em Pedagogia - Noturno - Manaus,2021
 3, 201, 5,Licenciatura em Pedagogia - Noturno - Manaus,2021
 8, 10, 1,Licenciatura em Pedagogia - Noturno - Manaus,2021
 9, 2, 5,Licenciatura em Pedagogia - Noturno - Manaus,2021
 1, 292, 11,Licenciatura em Pedagogia - Noturno - Parintins,2021
 2, 319, 8,Licenciatura em Pedagogia - Noturno - Parintins,2021
 3, 338, 5,Licenciatura em Pedagogia - Noturno - Parintins,2021
 8, 6, 1,Licenciatura em Pedagogia - Noturno - Parintins,2021
 9, 2, 5,Licenciatura em Pedagogia - Noturno - Parintins,2021
 1, 96, 11,Licenciatura em Pedagogia - Noturno - Tabatinga,2021
 2, 114, 8,Licenciatura em Pedagogia - Noturno - Tabatinga,2021
 3, 123, 5,Licenciatura em Pedagogia - Noturno - Tabatinga,2021
 8, 7, 1,Licenciatura em Pedagogia - Noturno - Tabatinga,2021
 9, 0, 5,Licenciatura em Pedagogia - Noturno - Tabatinga,2021
 1, 127, 11,Licenciatura em Pedagogia - Vespertino - Tabatinga,2021
 2, 139, 8,Licenciatura em Pedagogia - Vespertino - Tabatinga,2021
 3, 142, 5,Licenciatura em Pedagogia - Vespertino - Tabatinga,2021
 8, 50, 1,Licenciatura em Pedagogia - Vespertino - Tabatinga,2021
 9, 0, 5,Licenciatura em Pedagogia - Vespertino - Tabatinga,2021
 1, 14, 14,Licenciatura em Química - Matutino - Tefé,2021
 2, 16, 10,Licenciatura em Química - Matutino - Tefé,2021
 3, 17, 6,Licenciatura em Química - Matutino - Tefé,2021
 8, 1, 2,Licenciatura em Química - Matutino - Tefé,2021
 9, 0, 6,Licenciatura em Química - Matutino - Tefé,2021
 1, 44, 9,Licenciatura em Química - Vespertino - Parintins,2021
 2, 0, 6,Licenciatura em Química - Vespertino - Parintins,2021
 3, 46, 3,Licenciatura em Química - Vespertino - Parintins,2021
 8, 0, 1,Licenciatura em Química - Vespertino - Parintins,2021
 9, 1, 4,Licenciatura em Química - Vespertino - Parintins,2021
 1, 10, 6,Licenciatura em Teatro - Integral - Manaus,2021
 2, 13, 4,Licenciatura em Teatro - Integral - Manaus,2021
 3, 14, 2,Licenciatura em Teatro - Integral - Manaus,2021
 8, 3, 1,Licenciatura em Teatro - Integral - Manaus,2021
 9, 1, 2,Licenciatura em Teatro - Integral - Manaus,2021
 1, 40, 11,Lincenciatura em Letras - Língua Inglesa - Vespertino - Barcelos,2021
 2, 48, 8,Lincenciatura em Letras - Língua Inglesa - Vespertino - Barcelos,2021
 3, 73, 5,Lincenciatura em Letras - Língua Inglesa - Vespertino - Barcelos,2021
 8, 6, 1,Lincenciatura em Letras - Língua Inglesa - Vespertino - Barcelos,2021
 9, 0, 5,Lincenciatura em Letras - Língua Inglesa - Vespertino - Barcelos,2021
 1, 43, 11,Lincenciatura em Letras - Língua Inglesa - Vespertino - Careiro Castanho,2021
 2, 48, 8,Lincenciatura em Letras - Língua Inglesa - Vespertino - Careiro Castanho,2021
 3, 56, 5,Lincenciatura em Letras - Língua Inglesa - Vespertino - Careiro Castanho,2021
 8, 0, 1,Lincenciatura em Letras - Língua Inglesa - Vespertino - Careiro Castanho,2021
 9, 0, 5,Lincenciatura em Letras - Língua Inglesa - Vespertino - Careiro Castanho,2021
 1, 40, 11,Lincenciatura em Letras - Língua Inglesa - Vespertino - Coari,2021
 2, 47, 8,Lincenciatura em Letras - Língua Inglesa - Vespertino - Coari,2021
 3, 57, 5,Lincenciatura em Letras - Língua Inglesa - Vespertino - Coari,2021
 8, 1, 1,Lincenciatura em Letras - Língua Inglesa - Vespertino - Coari,2021
 9, 1, 5,Lincenciatura em Letras - Língua Inglesa - Vespertino - Coari,2021
 1, 45, 11,Lincenciatura em Letras - Língua Inglesa - Vespertino - Codajás,2021
 2, 47, 8,Lincenciatura em Letras - Língua Inglesa - Vespertino - Codajás,2021
 3, 53, 5,Lincenciatura em Letras - Língua Inglesa - Vespertino - Codajás,2021
 8, 0, 1,Lincenciatura em Letras - Língua Inglesa - Vespertino - Codajás,2021
 9, 0, 5,Lincenciatura em Letras - Língua Inglesa - Vespertino - Codajás,2021
 1, 36, 11,Lincenciatura em Letras - Língua Inglesa - Vespertino - Ipixuna,2021
 2, 38, 8,Lincenciatura em Letras - Língua Inglesa - Vespertino - Ipixuna,2021
 3, 42, 5,Lincenciatura em Letras - Língua Inglesa - Vespertino - Ipixuna,2021
 8, 0, 1,Lincenciatura em Letras - Língua Inglesa - Vespertino - Ipixuna,2021
 9, 0, 5,Lincenciatura em Letras - Língua Inglesa - Vespertino - Ipixuna,2021
 1, 54, 11,Lincenciatura em Letras - Língua Inglesa - Vespertino - Lábrea,2021
 2, 64, 8,Lincenciatura em Letras - Língua Inglesa - Vespertino - Lábrea,2021
 3, 75, 5,Lincenciatura em Letras - Língua Inglesa - Vespertino - Lábrea,2021
 8, 6, 1,Lincenciatura em Letras - Língua Inglesa - Vespertino - Lábrea,2021
 9, 1, 5,Lincenciatura em Letras - Língua Inglesa - Vespertino - Lábrea,2021
 1, 66, 11,Lincenciatura em Letras - Língua Inglesa - Vespertino - Manacaparu,2021
 2, 73, 8,Lincenciatura em Letras - Língua Inglesa - Vespertino - Manacaparu,2021
 3, 83, 5,Lincenciatura em Letras - Língua Inglesa - Vespertino - Manacaparu,2021
 8, 1, 1,Lincenciatura em Letras - Língua Inglesa - Vespertino - Manacaparu,2021
 9, 0, 5,Lincenciatura em Letras - Língua Inglesa - Vespertino - Manacaparu,2021
 1, 94, 11,Lincenciatura em Letras - Língua Inglesa - Vespertino - Manicoré,2021
 2, 97, 8,Lincenciatura em Letras - Língua Inglesa - Vespertino - Manicoré,2021
 3, 112, 5,Lincenciatura em Letras - Língua Inglesa - Vespertino - Manicoré,2021
 8, 9, 1,Lincenciatura em Letras - Língua Inglesa - Vespertino - Manicoré,2021
 9, 0, 5,Lincenciatura em Letras - Língua Inglesa - Vespertino - Manicoré,2021
 1, 83, 11,Lincenciatura em Letras - Língua Inglesa - Vespertino - Maués,2021
 2, 88, 8,Lincenciatura em Letras - Língua Inglesa - Vespertino - Maués,2021
 3, 105, 5,Lincenciatura em Letras - Língua Inglesa - Vespertino - Maués,2021
 8, 6, 1,Lincenciatura em Letras - Língua Inglesa - Vespertino - Maués,2021
 9, 0, 5,Lincenciatura em Letras - Língua Inglesa - Vespertino - Maués,2021
 1, 49, 11,Lincenciatura em Letras - Língua Inglesa - Vespertino - São Gabriel da Cachoeira,2021
 2, 65, 8,Lincenciatura em Letras - Língua Inglesa - Vespertino - São Gabriel da Cachoeira,2021
 3, 82, 5,Lincenciatura em Letras - Língua Inglesa - Vespertino - São Gabriel da Cachoeira,2021
 8, 14, 1,Lincenciatura em Letras - Língua Inglesa - Vespertino - São Gabriel da Cachoeira,2021
 9, 2, 5,Lincenciatura em Letras - Língua Inglesa - Vespertino - São Gabriel da Cachoeira,2021
 1, 24, 11,Lincenciatura em Letras - Língua Inglesa - Vespertino - Tefé,2021
 2, 25, 8,Lincenciatura em Letras - Língua Inglesa - Vespertino - Tefé,2021
 3, 35, 5,Lincenciatura em Letras - Língua Inglesa - Vespertino - Tefé,2021
 8, 4, 1,Lincenciatura em Letras - Língua Inglesa - Vespertino - Tefé,2021
 9, 0, 5,Lincenciatura em Letras - Língua Inglesa - Vespertino - Tefé,2021
 1, 34, 11,Lincenciatura em Letras - Língua Inglesa - Vespertino - Urucurituba,2021
 2, 39, 8,Lincenciatura em Letras - Língua Inglesa - Vespertino - Urucurituba,2021
 3, 41, 5,Lincenciatura em Letras - Língua Inglesa - Vespertino - Urucurituba,2021
 8, 0, 1,Lincenciatura em Letras - Língua Inglesa - Vespertino - Urucurituba,2021
 9, 0, 5,Lincenciatura em Letras - Língua Inglesa - Vespertino - Urucurituba,2021
 4, 1170, 36,Medicina - Integral - Manaus,2021
 5, 2012, 17,Medicina - Integral - Manaus,2021
 6, 2979, 12,Medicina - Integral - Manaus,2021
 7, 3986, 7,Medicina - Integral - Manaus,2021
 8, 328, 8,Medicina - Integral - Manaus,2021
 9, 72, 14,Medicina - Integral - Manaus,2021
 1, 20, 11,Meteorologia - Integral - Manaus,2021
 2, 25, 8,Meteorologia - Integral - Manaus,2021
 3, 28, 5,Meteorologia - Integral - Manaus,2021
 8, 2, 1,Meteorologia - Integral - Manaus,2021
 9, 0, 5,Meteorologia - Integral - Manaus,2021
 4, 277, 30,Odontologia - Integral - Manaus,2021
 5, 522, 14,Odontologia - Integral - Manaus,2021
 6, 652, 10,Odontologia - Integral - Manaus,2021
 7, 715, 6,Odontologia - Integral - Manaus,2021
 8, 94, 6,Odontologia - Integral - Manaus,2021
 9, 2, 12,Odontologia - Integral - Manaus,2021
 1, 194, 11,Sistemas de Informação - Integral - Manaus,2021
 2, 285, 8,Sistemas de Informação - Integral - Manaus,2021
 3, 303, 5,Sistemas de Informação - Integral - Manaus,2021
 8, 7, 1,Sistemas de Informação - Integral - Manaus,2021
 9, 9, 5,Sistemas de Informação - Integral - Manaus,2021
 1, 169, 9,Tecnologia em Design Digital - Diurno - Parintins,2021
 2, 182, 6,Tecnologia em Design Digital - Diurno - Parintins,2021
 3, 198, 3,Tecnologia em Design Digital - Diurno - Parintins,2021
 8, 11, 1,Tecnologia em Design Digital - Diurno - Parintins,2021
 9, 1, 4,Tecnologia em Design Digital - Diurno - Parintins,2021
 1, 559, 10,Administração - Noturno - Manaus,2022
 2, 665, 7,Administração - Noturno - Manaus,2022
 3, 720, 4,Administração - Noturno - Manaus,2022
 8, 18, 3,Administração - Noturno - Manaus,2022
 9, 11, 6,Administração - Noturno - Manaus,2022
 1, 489, 10,Administração - Vespertino - Manaus,2022
 2, 593, 7,Administração - Vespertino - Manaus,2022
 3, 623, 4,Administração - Vespertino - Manaus,2022
 8, 32, 3,Administração - Vespertino - Manaus,2022
 9, 8, 6,Administração - Vespertino - Manaus,2022
 1, 13, 4,Bacharelado em Dança - Noturno - Manaus,2022
 2, 16, 3,Bacharelado em Dança - Noturno - Manaus,2022
 3, 18, 2,Bacharelado em Dança - Noturno - Manaus,2022
 8, 0, 1,Bacharelado em Dança - Noturno - Manaus,2022
 9, 0, 2,Bacharelado em Dança - Noturno - Manaus,2022
 1, 31, 4,Bacharelado em Dança - Vespertino - Manaus,2022
 2, 32, 3,Bacharelado em Dança - Vespertino - Manaus,2022
 3, 33, 2,Bacharelado em Dança - Vespertino - Manaus,2022
 8, 1, 1,Bacharelado em Dança - Vespertino - Manaus,2022
 9, 0, 2,Bacharelado em Dança - Vespertino - Manaus,2022
 1, 11, 1,Bacharelado em Música - Noturno - Manaus,2022
 2, 15, 1,Bacharelado em Música - Noturno - Manaus,2022
 3, 23, 1,Bacharelado em Música - Noturno - Manaus,2022
 9, 1, 1,Bacharelado em Música - Noturno - Manaus,2022
 1, 20, 2,Bacharelado em Música - Vespertino - Manaus,2022
 2, 30, 1,Bacharelado em Música - Vespertino - Manaus,2022
 3, 33, 1,Bacharelado em Música - Vespertino - Manaus,2022
 9, 1, 1,Bacharelado em Música - Vespertino - Manaus,2022
 1, 37, 4,Bacharelado em Teatro - Integral - Manaus,2022
 2, 51, 3,Bacharelado em Teatro - Integral - Manaus,2022
 3, 55, 2,Bacharelado em Teatro - Integral - Manaus,2022
 8, 1, 1,Bacharelado em Teatro - Integral - Manaus,2022
 9, 2, 2,Bacharelado em Teatro - Integral - Manaus,2022
 1, 47, 8,Bacharelado em Turismo - Noturno - Manaus,2022
 2, 61, 5,Bacharelado em Turismo - Noturno - Manaus,2022
 3, 70, 3,Bacharelado em Turismo - Noturno - Manaus,2022
 8, 3, 3,Bacharelado em Turismo - Noturno - Manaus,2022
 9, 1, 5,Bacharelado em Turismo - Noturno - Manaus,2022
 1, 64, 8,Bacharelado em Turismo - Vespertino - Manaus,2022
 2, 72, 5,Bacharelado em Turismo - Vespertino - Manaus,2022
 3, 77, 3,Bacharelado em Turismo - Vespertino - Manaus,2022
 8, 6, 3,Bacharelado em Turismo - Vespertino - Manaus,2022
 9, 2, 5,Bacharelado em Turismo - Vespertino - Manaus,2022
 1, 186, 11,Ciências Contábeis - Matutino - Manaus,2022
 2, 224, 7,Ciências Contábeis - Matutino - Manaus,2022
 3, 240, 4,Ciências Contábeis - Matutino - Manaus,2022
 8, 10, 2,Ciências Contábeis - Matutino - Manaus,2022
 9, 1, 6,Ciências Contábeis - Matutino - Manaus,2022
 1, 197, 11,Ciências Contábeis - Noturno - Manaus,2022
 2, 237, 7,Ciências Contábeis - Noturno - Manaus,2022
 3, 303, 4,Ciências Contábeis - Noturno - Manaus,2022
 8, 9, 2,Ciências Contábeis - Noturno - Manaus,2022
 9, 2, 6,Ciências Contábeis - Noturno - Manaus,2022
 1, 59, 11,Ciências Econômicas - Matutino - Manaus,2022
 2, 92, 7,Ciências Econômicas - Matutino - Manaus,2022
 3, 97, 4,Ciências Econômicas - Matutino - Manaus,2022
 8, 3, 2,Ciências Econômicas - Matutino - Manaus,2022
 9, 1, 6,Ciências Econômicas - Matutino - Manaus,2022
 1, 73, 11,Ciências Econômicas - Noturno - Manaus,2022
 2, 103, 7,Ciências Econômicas - Noturno - Manaus,2022
 3, 119, 4,Ciências Econômicas - Noturno - Manaus,2022
 8, 1, 2,Ciências Econômicas - Noturno - Manaus,2022
 9, 1, 6,Ciências Econômicas - Noturno - Manaus,2022
 1, 319, 8,Direito - Noturno - Carauari,2022
 2, 381, 5,Direito - Noturno - Carauari,2022
 3, 475, 3,Direito - Noturno - Carauari,2022
 8, 4, 3,Direito - Noturno - Carauari,2022
 9, 5, 5,Direito - Noturno - Carauari,2022
 1, 392, 8,Direito - Noturno - Manacapuru,2022
 2, 443, 5,Direito - Noturno - Manacapuru,2022
 3, 590, 3,Direito - Noturno - Manacapuru,2022
 8, 16, 3,Direito - Noturno - Manacapuru,2022
 9, 4, 5,Direito - Noturno - Manacapuru,2022
 1, 1029, 10,Direito - Noturno - Manaus,2022
 2, 1303, 7,Direito - Noturno - Manaus,2022
 3, 1605, 4,Direito - Noturno - Manaus,2022
 8, 56, 3,Direito - Noturno - Manaus,2022
 9, 24, 6,Direito - Noturno - Manaus,2022
 1, 399, 8,Direito - Noturno - Manicoré,2022
 2, 425, 5,Direito - Noturno - Manicoré,2022
 3, 550, 3,Direito - Noturno - Manicoré,2022
 8, 34, 3,Direito - Noturno - Manicoré,2022
 9, 2, 5,Direito - Noturno - Manicoré,2022
 1, 338, 8,Direito - Noturno - Maués,2022
 2, 372, 5,Direito - Noturno - Maués,2022
 3, 472, 3,Direito - Noturno - Maués,2022
 8, 10, 3,Direito - Noturno - Maués,2022
 9, 2, 5,Direito - Noturno - Maués,2022
 1, 883, 10,Direito - Vespertino - Manaus,2022
 2, 1201, 7,Direito - Vespertino - Manaus,2022
 3, 1325, 4,Direito - Vespertino - Manaus,2022
 8, 64, 3,Direito - Vespertino - Manaus,2022
 9, 10, 6,Direito - Vespertino - Manaus,2022
 4, 477, 21,Enfermagem - Integral - Manaus,2022
 5, 1172, 10,Enfermagem - Integral - Manaus,2022
 6, 1343, 7,Enfermagem - Integral - Manaus,2022
 7, 1414, 4,Enfermagem - Integral - Manaus,2022
 8, 159, 6,Enfermagem - Integral - Manaus,2022
 9, 5, 12,Enfermagem - Integral - Manaus,2022
 1, 207, 8,Engenharia Civil - Integral - Manaus,2022
 2, 250, 5,Engenharia Civil - Integral - Manaus,2022
 3, 268, 3,Engenharia Civil - Integral - Manaus,2022
 8, 14, 1,Engenharia Civil - Integral - Manaus,2022
 9, 0, 4,Engenharia Civil - Integral - Manaus,2022
 1, 674, 9,Engenharia da Computação - Integral - Manaus,2022
 2, 934, 6,Engenharia da Computação - Integral - Manaus,2022
 3, 982, 3,Engenharia da Computação - Integral - Manaus,2022
 8, 23, 1,Engenharia da Computação - Integral - Manaus,2022
 9, 11, 5,Engenharia da Computação - Integral - Manaus,2022
 1, 73, 11,Engenharia da Produção - Integral - Manaus,2022
 2, 98, 7,Engenharia da Produção - Integral - Manaus,2022
 3, 105, 4,Engenharia da Produção - Integral - Manaus,2022
 8, 6, 2,Engenharia da Produção - Integral - Manaus,2022
 9, 0, 6,Engenharia da Produção - Integral - Manaus,2022
 1, 71, 10,Engenharia de Controle e Automação - Integral - Manaus,2022
 2, 109, 7,Engenharia de Controle e Automação - Integral - Manaus,2022
 3, 115, 4,Engenharia de Controle e Automação - Integral - Manaus,2022
 8, 0, 1,Engenharia de Controle e Automação - Integral - Manaus,2022
 9, 0, 5,Engenharia de Controle e Automação - Integral - Manaus,2022
 1, 50, 9,Engenharia de Materiais - Noturno - Manaus,2022
 2, 71, 6,Engenharia de Materiais - Noturno - Manaus,2022
 3, 79, 3,Engenharia de Materiais - Noturno - Manaus,2022
 8, 1, 1,Engenharia de Materiais - Noturno - Manaus,2022
 9, 2, 5,Engenharia de Materiais - Noturno - Manaus,2022
 1, 108, 11,Engenharia Elétrica - Integral - Manaus,2022
 2, 152, 7,Engenharia Elétrica - Integral - Manaus,2022
 3, 163, 4,Engenharia Elétrica - Integral - Manaus,2022
 8, 7, 2,Engenharia Elétrica - Integral - Manaus,2022
 9, 1, 6,Engenharia Elétrica - Integral - Manaus,2022
 1, 171, 9,Engenharia Eletrônica - Noturno - Manaus,2022
 2, 219, 6,Engenharia Eletrônica - Noturno - Manaus,2022
 3, 243, 3,Engenharia Eletrônica - Noturno - Manaus,2022
 8, 3, 1,Engenharia Eletrônica - Noturno - Manaus,2022
 9, 2, 5,Engenharia Eletrônica - Noturno - Manaus,2022
 1, 78, 8,Engenharia Florestal - Integral - Itacoatiara,2022
 2, 82, 5,Engenharia Florestal - Integral - Itacoatiara,2022
 3, 85, 3,Engenharia Florestal - Integral - Itacoatiara,2022
 8, 6, 3,Engenharia Florestal - Integral - Itacoatiara,2022
 9, 0, 5,Engenharia Florestal - Integral - Itacoatiara,2022
 1, 174, 11,Engenharia Mecânica - Integral - Manaus,2022
 2, 205, 7,Engenharia Mecânica - Integral - Manaus,2022
 3, 219, 4,Engenharia Mecânica - Integral - Manaus,2022
 8, 7, 2,Engenharia Mecânica - Integral - Manaus,2022
 9, 1, 6,Engenharia Mecânica - Integral - Manaus,2022
 1, 86, 9,Engenharia Naval - Integral - Manaus,2022
 2, 109, 6,Engenharia Naval - Integral - Manaus,2022
 3, 117, 3,Engenharia Naval - Integral - Manaus,2022
 8, 3, 1,Engenharia Naval - Integral - Manaus,2022
 9, 0, 5,Engenharia Naval - Integral - Manaus,2022
 1, 101, 11,Engenharia Química - Integral - Manaus,2022
 2, 133, 7,Engenharia Química - Integral - Manaus,2022
 3, 138, 4,Engenharia Química - Integral - Manaus,2022
 8, 4, 2,Engenharia Química - Integral - Manaus,2022
 9, 1, 6,Engenharia Química - Integral - Manaus,2022
 1, 204, 5,Licenciatura em Ciências Biológicas - Matutino - Manaus,2022
 2, 254, 4,Licenciatura em Ciências Biológicas - Matutino - Manaus,2022
 3, 264, 2,Licenciatura em Ciências Biológicas - Matutino - Manaus,2022
 8, 11, 1,Licenciatura em Ciências Biológicas - Matutino - Manaus,2022
 9, 3, 3,Licenciatura em Ciências Biológicas - Matutino - Manaus,2022
 1, 137, 10,Licenciatura em Ciências Biológicas - Matutino - Novo Aripuanã,2022
 2, 146, 7,Licenciatura em Ciências Biológicas - Matutino - Novo Aripuanã,2022
 3, 164, 4,Licenciatura em Ciências Biológicas - Matutino - Novo Aripuanã,2022
 8, 1, 1,Licenciatura em Ciências Biológicas - Matutino - Novo Aripuanã,2022
 9, 0, 5,Licenciatura em Ciências Biológicas - Matutino - Novo Aripuanã,2022
 1, 102, 5,Licenciatura em Ciências Biológicas - Vespertino - Manaus,2022
 2, 117, 4,Licenciatura em Ciências Biológicas - Vespertino - Manaus,2022
 3, 124, 2,Licenciatura em Ciências Biológicas - Vespertino - Manaus,2022
 8, 4, 1,Licenciatura em Ciências Biológicas - Vespertino - Manaus,2022
 9, 1, 3,Licenciatura em Ciências Biológicas - Vespertino - Manaus,2022
 1, 106, 6,Licenciatura em Ciências Biológicas - Vespertino - Tefé,2022
 2, 127, 4,Licenciatura em Ciências Biológicas - Vespertino - Tefé,2022
 3, 128, 3,Licenciatura em Ciências Biológicas - Vespertino - Tefé,2022
 8, 6, 1,Licenciatura em Ciências Biológicas - Vespertino - Tefé,2022
 9, 0, 4,Licenciatura em Ciências Biológicas - Vespertino - Tefé,2022
 1, 115, 8,Licenciatura em Computação - Noturno - Itacoatiara,2022
 2, 121, 5,Licenciatura em Computação - Noturno - Itacoatiara,2022
 3, 127, 3,Licenciatura em Computação - Noturno - Itacoatiara,2022
 8, 3, 3,Licenciatura em Computação - Noturno - Itacoatiara,2022
 9, 0, 5,Licenciatura em Computação - Noturno - Itacoatiara,2022
 1, 93, 8,Licenciatura em Computação - Vespertino - Manaus,2022
 2, 114, 5,Licenciatura em Computação - Vespertino - Manaus,2022
 3, 124, 3,Licenciatura em Computação - Vespertino - Manaus,2022
 8, 10, 3,Licenciatura em Computação - Vespertino - Manaus,2022
 9, 4, 5,Licenciatura em Computação - Vespertino - Manaus,2022
 1, 16, 4,Licenciatura em Dança - Noturno - Manaus,2022
 2, 18, 3,Licenciatura em Dança - Noturno - Manaus,2022
 3, 21, 2,Licenciatura em Dança - Noturno - Manaus,2022
 8, 0, 1,Licenciatura em Dança - Noturno - Manaus,2022
 9, 0, 2,Licenciatura em Dança - Noturno - Manaus,2022
 1, 18, 4,Licenciatura em Dança - Vespertino - Manaus,2022
 2, 23, 3,Licenciatura em Dança - Vespertino - Manaus,2022
 3, 24, 2,Licenciatura em Dança - Vespertino - Manaus,2022
 8, 0, 1,Licenciatura em Dança - Vespertino - Manaus,2022
 9, 1, 2,Licenciatura em Dança - Vespertino - Manaus,2022
 4, 75, 9,Licenciatura em Educação Física - Vespertino - Manaus,2022
 5, 296, 4,Licenciatura em Educação Física - Vespertino - Manaus,2022
 6, 337, 3,Licenciatura em Educação Física - Vespertino - Manaus,2022
 7, 358, 2,Licenciatura em Educação Física - Vespertino - Manaus,2022
 8, 28, 1,Licenciatura em Educação Física - Vespertino - Manaus,2022
 9, 1, 5,Licenciatura em Educação Física - Vespertino - Manaus,2022
 1, 61, 9,Licenciatura em Física - Noturno - Parintins,2022
 2, 65, 6,Licenciatura em Física - Noturno - Parintins,2022
 3, 67, 3,Licenciatura em Física - Noturno - Parintins,2022
 8, 1, 1,Licenciatura em Física - Noturno - Parintins,2022
 9, 0, 5,Licenciatura em Física - Noturno - Parintins,2022
 1, 64, 9,Licenciatura em Geografia - Matutino - Manaus,2022
 2, 80, 6,Licenciatura em Geografia - Matutino - Manaus,2022
 3, 89, 3,Licenciatura em Geografia - Matutino - Manaus,2022
 8, 2, 1,Licenciatura em Geografia - Matutino - Manaus,2022
 9, 2, 5,Licenciatura em Geografia - Matutino - Manaus,2022
 1, 140, 10,Licenciatura em Geografia - Noturno - Boa Vista do Ramos,2022
 2, 157, 7,Licenciatura em Geografia - Noturno - Boa Vista do Ramos,2022
 3, 170, 4,Licenciatura em Geografia - Noturno - Boa Vista do Ramos,2022
 8, 5, 1,Licenciatura em Geografia - Noturno - Boa Vista do Ramos,2022
 9, 0, 5,Licenciatura em Geografia - Noturno - Boa Vista do Ramos,2022
 1, 59, 9,Licenciatura em Geografia - Noturno - Manaus,2022
 2, 67, 6,Licenciatura em Geografia - Noturno - Manaus,2022
 3, 85, 3,Licenciatura em Geografia - Noturno - Manaus,2022
 8, 1, 1,Licenciatura em Geografia - Noturno - Manaus,2022
 9, 2, 5,Licenciatura em Geografia - Noturno - Manaus,2022
 1, 169, 10,Licenciatura em Geografia - Noturno - São Sebastião do Uatumã,2022
 2, 186, 7,Licenciatura em Geografia - Noturno - São Sebastião do Uatumã,2022
 3, 212, 4,Licenciatura em Geografia - Noturno - São Sebastião do Uatumã,2022
 8, 1, 1,Licenciatura em Geografia - Noturno - São Sebastião do Uatumã,2022
 9, 2, 5,Licenciatura em Geografia - Noturno - São Sebastião do Uatumã,2022
 1, 86, 9,Licenciatura em Geografia - Noturno - Tabatinga,2022
 2, 101, 6,Licenciatura em Geografia - Noturno - Tabatinga,2022
 3, 105, 3,Licenciatura em Geografia - Noturno - Tabatinga,2022
 8, 8, 1,Licenciatura em Geografia - Noturno - Tabatinga,2022
 9, 0, 5,Licenciatura em Geografia - Noturno - Tabatinga,2022
 1, 54, 9,Licenciatura em Geografia - Noturno - Tefé,2022
 2, 67, 6,Licenciatura em Geografia - Noturno - Tefé,2022
 3, 69, 3,Licenciatura em Geografia - Noturno - Tefé,2022
 8, 2, 1,Licenciatura em Geografia - Noturno - Tefé,2022
 9, 0, 5,Licenciatura em Geografia - Noturno - Tefé,2022
 1, 74, 9,Licenciatura em Geografia - Vespertino - Tabatinga,2022
 2, 78, 6,Licenciatura em Geografia - Vespertino - Tabatinga,2022
 3, 82, 3,Licenciatura em Geografia - Vespertino - Tabatinga,2022
 8, 22, 1,Licenciatura em Geografia - Vespertino - Tabatinga,2022
 9, 0, 5,Licenciatura em Geografia - Vespertino - Tabatinga,2022
 1, 89, 9,Licenciatura em História - Noturno - Tefé,2022
 2, 108, 6,Licenciatura em História - Noturno - Tefé,2022
 3, 111, 3,Licenciatura em História - Noturno - Tefé,2022
 8, 6, 1,Licenciatura em História - Noturno - Tefé,2022
